question,answer,type,domain
Who was honored with the Nobel Prize for Medicine in 1950?,Philip Showalter Hench;Edward Calvin Kendall;Tadeus Reichstein,name,Nobel Prize
Who was the Nobel Prize recipient for Medicine in the year 1950?,Philip Showalter Hench;Edward Calvin Kendall;Tadeus Reichstein,name,Nobel Prize
Who won the Nobel Prize for Medicine in 1950?,Philip Showalter Hench;Edward Calvin Kendall;Tadeus Reichstein,name,Nobel Prize
Who was granted the Nobel Prize for Medicine in 1950?,Philip Showalter Hench;Edward Calvin Kendall;Tadeus Reichstein,name,Nobel Prize
Who was bestowed with the Nobel Prize for Medicine in the year 1950?,Philip Showalter Hench;Edward Calvin Kendall;Tadeus Reichstein,name,Nobel Prize
Who was awarded the Nobel Prize in Literature for the year 1950?,Bertrand Russell,name,Nobel Prize
Which individual received the Nobel Prize for Literature in 1950?,Bertrand Russell,name,Nobel Prize
Who emerged as the winner of the Nobel Prize in Literature in 1950?,Bertrand Russell,name,Nobel Prize
Who claimed the Nobel Prize for Literature in the year 1950?,Bertrand Russell,name,Nobel Prize
"In 1950, who was the recipient of the Nobel Prize in Literature?",Bertrand Russell,name,Nobel Prize
Who attained the Nobel Prize for Literature in 1950?,Bertrand Russell,name,Nobel Prize
Who was the laureate of the Nobel Prize for Literature in 1950?,Bertrand Russell,name,Nobel Prize
Who achieved the Nobel Prize in Literature for the year 1950?,Bertrand Russell,name,Nobel Prize
Who secured the Nobel Prize for Literature in 1950?,Bertrand Russell,name,Nobel Prize
Who garnered the Nobel Prize for Literature in 1950?,Bertrand Russell,name,Nobel Prize
Who was honored with the Nobel Prize for Literature in 1950?,Bertrand Russell,name,Nobel Prize
Who was the Nobel Prize recipient for Literature in the year 1950?,Bertrand Russell,name,Nobel Prize
Who won the Nobel Prize for Literature in 1950?,Bertrand Russell,name,Nobel Prize
Who was granted the Nobel Prize for Literature in 1950?,Bertrand Russell,name,Nobel Prize
Who was bestowed with the Nobel Prize for Literature in the year 1950?,Bertrand Russell,name,Nobel Prize
Who was awarded the Nobel Prize in Peace for the year 1950?,Ralph Bunche,name,Nobel Prize
Which individual received the Nobel Prize for Peace in 1950?,Ralph Bunche,name,Nobel Prize
Who emerged as the winner of the Nobel Prize in Peace in 1950?,Ralph Bunche,name,Nobel Prize
Who claimed the Nobel Prize for Peace in the year 1950?,Ralph Bunche,name,Nobel Prize
"In 1950, who was the recipient of the Nobel Prize in Peace?",Ralph Bunche,name,Nobel Prize
Who attained the Nobel Prize for Peace in 1950?,Ralph Bunche,name,Nobel Prize
Who was the laureate of the Nobel Prize for Peace in 1950?,Ralph Bunche,name,Nobel Prize
Who achieved the Nobel Prize in Peace for the year 1950?,Ralph Bunche,name,Nobel Prize
Who secured the Nobel Prize for Peace in 1950?,Ralph Bunche,name,Nobel Prize
Who garnered the Nobel Prize for Peace in 1950?,Ralph Bunche,name,Nobel Prize
Who was honored with the Nobel Prize for Peace in 1950?,Ralph Bunche,name,Nobel Prize
Who was the Nobel Prize recipient for Peace in the year 1950?,Ralph Bunche,name,Nobel Prize
Who won the Nobel Prize for Peace in 1950?,Ralph Bunche,name,Nobel Prize
Who was granted the Nobel Prize for Peace in 1950?,Ralph Bunche,name,Nobel Prize
Who was bestowed with the Nobel Prize for Peace in the year 1950?,Ralph Bunche,name,Nobel Prize
Who was awarded the Nobel Prize in Economics for the year 1950?,No such prize exists.,name,Nobel Prize
Which individual received the Nobel Prize for Economics in 1950?,No such prize exists.,name,Nobel Prize
Who emerged as the winner of the Nobel Prize in Economics in 1950?,No such prize exists.,name,Nobel Prize
Who claimed the Nobel Prize for Economics in the year 1950?,No such prize exists.,name,Nobel Prize
"In 1950, who was the recipient of the Nobel Prize in Economics?",No such prize exists.,name,Nobel Prize
Who attained the Nobel Prize for Economics in 1950?,No such prize exists.,name,Nobel Prize
Who was the laureate of the Nobel Prize for Economics in 1950?,No such prize exists.,name,Nobel Prize
Who achieved the Nobel Prize in Economics for the year 1950?,No such prize exists.,name,Nobel Prize
Who secured the Nobel Prize for Economics in 1950?,No such prize exists.,name,Nobel Prize
Who garnered the Nobel Prize for Economics in 1950?,No such prize exists.,name,Nobel Prize
Who was honored with the Nobel Prize for Economics in 1950?,No such prize exists.,name,Nobel Prize
Who was the Nobel Prize recipient for Economics in the year 1950?,No such prize exists.,name,Nobel Prize
Who won the Nobel Prize for Economics in 1950?,No such prize exists.,name,Nobel Prize
Who was granted the Nobel Prize for Economics in 1950?,No such prize exists.,name,Nobel Prize
Who was bestowed with the Nobel Prize for Economics in the year 1950?,No such prize exists.,name,Nobel Prize
Who was awarded the Nobel Prize in Physics for the year 1951?,John Cockcroft;Ernest Walton,name,Nobel Prize
Which individual received the Nobel Prize for Physics in 1951?,John Cockcroft;Ernest Walton,name,Nobel Prize
Who emerged as the winner of the Nobel Prize in Physics in 1951?,John Cockcroft;Ernest Walton,name,Nobel Prize
Who claimed the Nobel Prize for Physics in the year 1951?,John Cockcroft;Ernest Walton,name,Nobel Prize
"In 1951, who was the recipient of the Nobel Prize in Physics?",John Cockcroft;Ernest Walton,name,Nobel Prize
Who attained the Nobel Prize for Physics in 1951?,John Cockcroft;Ernest Walton,name,Nobel Prize
Who was the laureate of the Nobel Prize for Physics in 1951?,John Cockcroft;Ernest Walton,name,Nobel Prize
Who achieved the Nobel Prize in Physics for the year 1951?,John Cockcroft;Ernest Walton,name,Nobel Prize
Who secured the Nobel Prize for Physics in 1951?,John Cockcroft;Ernest Walton,name,Nobel Prize
Who garnered the Nobel Prize for Physics in 1951?,John Cockcroft;Ernest Walton,name,Nobel Prize
Who was honored with the Nobel Prize for Physics in 1951?,John Cockcroft;Ernest Walton,name,Nobel Prize
Who was the Nobel Prize recipient for Physics in the year 1951?,John Cockcroft;Ernest Walton,name,Nobel Prize
Who won the Nobel Prize for Physics in 1951?,John Cockcroft;Ernest Walton,name,Nobel Prize
Who was granted the Nobel Prize for Physics in 1951?,John Cockcroft;Ernest Walton,name,Nobel Prize
Who was bestowed with the Nobel Prize for Physics in the year 1951?,John Cockcroft;Ernest Walton,name,Nobel Prize
Who was awarded the Nobel Prize in Chemistry for the year 1951?,Edwin McMillan;Glenn T. Seaborg,name,Nobel Prize
Which individual received the Nobel Prize for Chemistry in 1951?,Edwin McMillan;Glenn T. Seaborg,name,Nobel Prize
Who emerged as the winner of the Nobel Prize in Chemistry in 1951?,Edwin McMillan;Glenn T. Seaborg,name,Nobel Prize
Who claimed the Nobel Prize for Chemistry in the year 1951?,Edwin McMillan;Glenn T. Seaborg,name,Nobel Prize
"In 1951, who was the recipient of the Nobel Prize in Chemistry?",Edwin McMillan;Glenn T. Seaborg,name,Nobel Prize
Who attained the Nobel Prize for Chemistry in 1951?,Edwin McMillan;Glenn T. Seaborg,name,Nobel Prize
Who was the laureate of the Nobel Prize for Chemistry in 1951?,Edwin McMillan;Glenn T. Seaborg,name,Nobel Prize
Who achieved the Nobel Prize in Chemistry for the year 1951?,Edwin McMillan;Glenn T. Seaborg,name,Nobel Prize
Who secured the Nobel Prize for Chemistry in 1951?,Edwin McMillan;Glenn T. Seaborg,name,Nobel Prize
Who garnered the Nobel Prize for Chemistry in 1951?,Edwin McMillan;Glenn T. Seaborg,name,Nobel Prize
Who was honored with the Nobel Prize for Chemistry in 1951?,Edwin McMillan;Glenn T. Seaborg,name,Nobel Prize
Who was the Nobel Prize recipient for Chemistry in the year 1951?,Edwin McMillan;Glenn T. Seaborg,name,Nobel Prize
Who won the Nobel Prize for Chemistry in 1951?,Edwin McMillan;Glenn T. Seaborg,name,Nobel Prize
Who was granted the Nobel Prize for Chemistry in 1951?,Edwin McMillan;Glenn T. Seaborg,name,Nobel Prize
Who was bestowed with the Nobel Prize for Chemistry in the year 1951?,Edwin McMillan;Glenn T. Seaborg,name,Nobel Prize
Who was awarded the Nobel Prize in Medicine for the year 1951?,Max Theiler,name,Nobel Prize
Which individual received the Nobel Prize for Medicine in 1951?,Max Theiler,name,Nobel Prize
Who emerged as the winner of the Nobel Prize in Medicine in 1951?,Max Theiler,name,Nobel Prize
Who claimed the Nobel Prize for Medicine in the year 1951?,Max Theiler,name,Nobel Prize
"In 1951, who was the recipient of the Nobel Prize in Medicine?",Max Theiler,name,Nobel Prize
Who attained the Nobel Prize for Medicine in 1951?,Max Theiler,name,Nobel Prize
Who was the laureate of the Nobel Prize for Medicine in 1951?,Max Theiler,name,Nobel Prize
Who achieved the Nobel Prize in Medicine for the year 1951?,Max Theiler,name,Nobel Prize
Who secured the Nobel Prize for Medicine in 1951?,Max Theiler,name,Nobel Prize
Who garnered the Nobel Prize for Medicine in 1951?,Max Theiler,name,Nobel Prize
Who was honored with the Nobel Prize for Medicine in 1951?,Max Theiler,name,Nobel Prize
Who was the Nobel Prize recipient for Medicine in the year 1951?,Max Theiler,name,Nobel Prize
Who won the Nobel Prize for Medicine in 1951?,Max Theiler,name,Nobel Prize
Who was granted the Nobel Prize for Medicine in 1951?,Max Theiler,name,Nobel Prize
Who was bestowed with the Nobel Prize for Medicine in the year 1951?,Max Theiler,name,Nobel Prize
Who was awarded the Nobel Prize in Literature for the year 1951?,Pär Lagerkvist,name,Nobel Prize
Which individual received the Nobel Prize for Literature in 1951?,Pär Lagerkvist,name,Nobel Prize
Who emerged as the winner of the Nobel Prize in Literature in 1951?,Pär Lagerkvist,name,Nobel Prize
Who claimed the Nobel Prize for Literature in the year 1951?,Pär Lagerkvist,name,Nobel Prize
"In 1951, who was the recipient of the Nobel Prize in Literature?",Pär Lagerkvist,name,Nobel Prize
Who attained the Nobel Prize for Literature in 1951?,Pär Lagerkvist,name,Nobel Prize
Who was the laureate of the Nobel Prize for Literature in 1951?,Pär Lagerkvist,name,Nobel Prize
Who achieved the Nobel Prize in Literature for the year 1951?,Pär Lagerkvist,name,Nobel Prize
Who secured the Nobel Prize for Literature in 1951?,Pär Lagerkvist,name,Nobel Prize
Who garnered the Nobel Prize for Literature in 1951?,Pär Lagerkvist,name,Nobel Prize
Who was honored with the Nobel Prize for Literature in 1951?,Pär Lagerkvist,name,Nobel Prize
Who was the Nobel Prize recipient for Literature in the year 1951?,Pär Lagerkvist,name,Nobel Prize
Who won the Nobel Prize for Literature in 1951?,Pär Lagerkvist,name,Nobel Prize
Who was granted the Nobel Prize for Literature in 1951?,Pär Lagerkvist,name,Nobel Prize
Who was bestowed with the Nobel Prize for Literature in the year 1951?,Pär Lagerkvist,name,Nobel Prize
Who was awarded the Nobel Prize in Peace for the year 1951?,Léon Jouhaux,name,Nobel Prize
Which individual received the Nobel Prize for Peace in 1951?,Léon Jouhaux,name,Nobel Prize
Who emerged as the winner of the Nobel Prize in Peace in 1951?,Léon Jouhaux,name,Nobel Prize
Who claimed the Nobel Prize for Peace in the year 1951?,Léon Jouhaux,name,Nobel Prize
"In 1951, who was the recipient of the Nobel Prize in Peace?",Léon Jouhaux,name,Nobel Prize
Who attained the Nobel Prize for Peace in 1951?,Léon Jouhaux,name,Nobel Prize
Who was the laureate of the Nobel Prize for Peace in 1951?,Léon Jouhaux,name,Nobel Prize
Who achieved the Nobel Prize in Peace for the year 1951?,Léon Jouhaux,name,Nobel Prize
Who secured the Nobel Prize for Peace in 1951?,Léon Jouhaux,name,Nobel Prize
Who garnered the Nobel Prize for Peace in 1951?,Léon Jouhaux,name,Nobel Prize
Who was honored with the Nobel Prize for Peace in 1951?,Léon Jouhaux,name,Nobel Prize
Who was the Nobel Prize recipient for Peace in the year 1951?,Léon Jouhaux,name,Nobel Prize
Who won the Nobel Prize for Peace in 1951?,Léon Jouhaux,name,Nobel Prize
Who was granted the Nobel Prize for Peace in 1951?,Léon Jouhaux,name,Nobel Prize
Who was bestowed with the Nobel Prize for Peace in the year 1951?,Léon Jouhaux,name,Nobel Prize
Who was awarded the Nobel Prize in Economics for the year 1951?,No such prize exists.,name,Nobel Prize
Which individual received the Nobel Prize for Economics in 1951?,No such prize exists.,name,Nobel Prize
Who emerged as the winner of the Nobel Prize in Economics in 1951?,No such prize exists.,name,Nobel Prize
Who claimed the Nobel Prize for Economics in the year 1951?,No such prize exists.,name,Nobel Prize
"In 1951, who was the recipient of the Nobel Prize in Economics?",No such prize exists.,name,Nobel Prize
Who attained the Nobel Prize for Economics in 1951?,No such prize exists.,name,Nobel Prize
Who was the laureate of the Nobel Prize for Economics in 1951?,No such prize exists.,name,Nobel Prize
Who achieved the Nobel Prize in Economics for the year 1951?,No such prize exists.,name,Nobel Prize
Who secured the Nobel Prize for Economics in 1951?,No such prize exists.,name,Nobel Prize
Who garnered the Nobel Prize for Economics in 1951?,No such prize exists.,name,Nobel Prize
Who was honored with the Nobel Prize for Economics in 1951?,No such prize exists.,name,Nobel Prize
Who was the Nobel Prize recipient for Economics in the year 1951?,No such prize exists.,name,Nobel Prize
Who won the Nobel Prize for Economics in 1951?,No such prize exists.,name,Nobel Prize
Who was granted the Nobel Prize for Economics in 1951?,No such prize exists.,name,Nobel Prize
Who was bestowed with the Nobel Prize for Economics in the year 1951?,No such prize exists.,name,Nobel Prize
Who was awarded the Nobel Prize in Physics for the year 1952?,Felix Bloch;Edward Mills Purcell,name,Nobel Prize
Which individual received the Nobel Prize for Physics in 1952?,Felix Bloch;Edward Mills Purcell,name,Nobel Prize
Who emerged as the winner of the Nobel Prize in Physics in 1952?,Felix Bloch;Edward Mills Purcell,name,Nobel Prize
Who claimed the Nobel Prize for Physics in the year 1952?,Felix Bloch;Edward Mills Purcell,name,Nobel Prize
"In 1952, who was the recipient of the Nobel Prize in Physics?",Felix Bloch;Edward Mills Purcell,name,Nobel Prize
Who attained the Nobel Prize for Physics in 1952?,Felix Bloch;Edward Mills Purcell,name,Nobel Prize
Who was the laureate of the Nobel Prize for Physics in 1952?,Felix Bloch;Edward Mills Purcell,name,Nobel Prize
Who achieved the Nobel Prize in Physics for the year 1952?,Felix Bloch;Edward Mills Purcell,name,Nobel Prize
Who secured the Nobel Prize for Physics in 1952?,Felix Bloch;Edward Mills Purcell,name,Nobel Prize
Who garnered the Nobel Prize for Physics in 1952?,Felix Bloch;Edward Mills Purcell,name,Nobel Prize
Who was honored with the Nobel Prize for Physics in 1952?,Felix Bloch;Edward Mills Purcell,name,Nobel Prize
Who was the Nobel Prize recipient for Physics in the year 1952?,Felix Bloch;Edward Mills Purcell,name,Nobel Prize
Who won the Nobel Prize for Physics in 1952?,Felix Bloch;Edward Mills Purcell,name,Nobel Prize
Who was granted the Nobel Prize for Physics in 1952?,Felix Bloch;Edward Mills Purcell,name,Nobel Prize
Who was bestowed with the Nobel Prize for Physics in the year 1952?,Felix Bloch;Edward Mills Purcell,name,Nobel Prize
Who was awarded the Nobel Prize in Chemistry for the year 1952?,Archer Martin;Richard Laurence Millington Synge,name,Nobel Prize
Which individual received the Nobel Prize for Chemistry in 1952?,Archer Martin;Richard Laurence Millington Synge,name,Nobel Prize
